# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
rRNA		GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3372917	3375820	+				23S ribosomal RNA (rrlC)	rrlC		ECMDS42_3196	2904		
gene	rRNA	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3375913	3376032	+					rrfC		ECMDS42_3197	120		
rRNA		GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3375913	3376032	+				5S ribosomal RNA (rrfC)	rrfC		ECMDS42_3197	120		
gene	tRNA	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3376085	3376161	+					aspT		ECMDS42_3198	77		
tRNA		GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3376085	3376161	+				tRNA-Asp	aspT		ECMDS42_3198	77		
gene	tRNA	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3376170	3376245	+					trpT		ECMDS42_3199	76		
tRNA		GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3376170	3376245	+				tRNA-Trp	trpT		ECMDS42_3199	76		
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3376341	3377180	-					hdfR		ECMDS42_3200	840		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3376341	3377180	-	BAL40348.1			DNA-binding transcriptional regulator	hdfR		ECMDS42_3200	840	279	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3377299	3377637	+					yifE		ECMDS42_3201	339		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3377299	3377637	+	BAL40349.1			conserved protein	yifE		ECMDS42_3201	339	112	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3377662	3379212	-					yifB		ECMDS42_3202	1551		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3377662	3379212	-	BAL40350.1			predicted bifunctional protein, enzyme and transcriptional regulator	yifB		ECMDS42_3202	1551	516	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3379535	3379633	+					ilvL		ECMDS42_3203	99		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3379535	3379633	+	BAL40351.1			ilv operon leader peptide	ilvL		ECMDS42_3203	99	32	
gene	other	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3379773	3380756	+					ilvG		ECMDS42_3204	984		
gene	other	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3379826	3381470	+					ilvG		ECMDS42_3205	1645		
gene	other	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3380836	3381417	+					ilvG		ECMDS42_3206	582		
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3381414	3381677	+					ilvM		ECMDS42_3207	264		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3381414	3381677	+	BAL40352.1			acetolactate synthase II, small subunit	ilvM		ECMDS42_3207	264	87	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3381697	3382626	+					ilvE		ECMDS42_3208	930		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3381697	3382626	+	BAL40353.1			branched-chain amino-acid aminotransferase	ilvE		ECMDS42_3208	930	309	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3382691	3384541	+					ilvD		ECMDS42_3209	1851		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3382691	3384541	+	BAL40354.1			dihydroxyacid dehydratase	ilvD		ECMDS42_3209	1851	616	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3384544	3386088	+					ilvA		ECMDS42_3210	1545		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3384544	3386088	+	BAL40355.1			threonine deaminase	ilvA		ECMDS42_3210	1545	514	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3386140	3387033	-					ilvY		ECMDS42_3211	894		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3386140	3387033	-	BAL40356.1			DNA-binding transcriptional dual regulator	ilvY		ECMDS42_3211	894	297	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3387183	3388658	+					ilvC		ECMDS42_3212	1476		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3387183	3388658	+	BAL40357.1			ketol-acid reductoisomerase, NAD(P)-binding	ilvC		ECMDS42_3212	1476	491	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3388745	3389026	-					ppiC		ECMDS42_3213	282		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3388745	3389026	-	BAL40358.1			peptidyl-prolyl cis-trans isomerase C	ppiC		ECMDS42_3213	282	93	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3389225	3389500	-					yifO		ECMDS42_3214	276		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3389225	3389500	-	BAL40359.1			conserved protein	yifO		ECMDS42_3214	276	91	
gene	other	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3389455	3389673	-					yifN		ECMDS42_3215	219		
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3389890	3391911	+					rep		ECMDS42_3216	2022		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3389890	3391911	+	BAL40360.1			DNA helicase and single-stranded DNA-dependent ATPase	rep		ECMDS42_3216	2022	673	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3391958	3393442	-					gpp		ECMDS42_3217	1485		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3391958	3393442	-	BAL40361.1			guanosine pentaphosphatase/exopolyphosphatase	gpp		ECMDS42_3217	1485	494	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3393578	3394843	-					rhlB		ECMDS42_3218	1266		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3393578	3394843	-	BAL40362.1			ATP-dependent RNA helicase	rhlB		ECMDS42_3218	1266	421	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3394974	3395303	+					trxA		ECMDS42_3219	330		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3394974	3395303	+	BAL40363.1			thioredoxin 1	trxA		ECMDS42_3219	330	109	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3395444	3395545	+					rhoL		ECMDS42_3220	102		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3395444	3395545	+	BAL40364.1			rho operon leader peptide	rhoL		ECMDS42_3220	102	33	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3395630	3396889	+					rho		ECMDS42_3221	1260		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3395630	3396889	+	BAL40365.1			transcription termination factor	rho		ECMDS42_3221	1260	419	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3397129	3398232	+					rfe		ECMDS42_3222	1104		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3397129	3398232	+	BAL40366.1			UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase	rfe		ECMDS42_3222	1104	367	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3398244	3399290	+					wzzE		ECMDS42_3223	1047		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3398244	3399290	+	BAL40367.1			entobacterial common antigen (ECA) polysaccharide chain length modulation protein	wzzE		ECMDS42_3223	1047	348	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3399346	3400476	+					rffE		ECMDS42_3224	1131		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3399346	3400476	+	BAL40368.1			UDP-N-acetyl glucosamine-2-epimerase	rffE		ECMDS42_3224	1131	376	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3400473	3401735	+					rffD		ECMDS42_3225	1263		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3400473	3401735	+	BAL40369.1			UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	rffD		ECMDS42_3225	1263	420	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3401735	3402802	+					rffG		ECMDS42_3226	1068		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3401735	3402802	+	BAL40370.1			dTDP-glucose 4,6-dehydratase	rffG		ECMDS42_3226	1068	355	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3402821	3403702	+					rffH		ECMDS42_3227	882		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3402821	3403702	+	BAL40371.1			glucose-1-phosphate thymidylyltransferase	rffH		ECMDS42_3227	882	293	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3403809	3404354	+					rffC		ECMDS42_3228	546		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3403809	3404354	+	BAL40372.1			TDP-fucosamine acetyltransferase	rffC		ECMDS42_3228	546	181	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3404359	3405489	+					rffA		ECMDS42_3229	1131		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3404359	3405489	+	BAL40373.1			TDP-4-oxo-6-deoxy-D-glucose transaminase	rffA		ECMDS42_3229	1131	376	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3405491	3406741	+					wzxE		ECMDS42_3230	1251		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3405491	3406741	+	BAL40374.1			O-antigen translocase	wzxE		ECMDS42_3230	1251	416	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3406738	3407817	+					rffT		ECMDS42_3231	1080		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3406738	3407817	+	BAL40375.1			TDP-Fuc4NAc:lipidII transferase	rffT		ECMDS42_3231	1080	359	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3407814	3409166	+					wzyE		ECMDS42_3232	1353		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3407814	3409166	+	BAL40376.1			predicted Wzy protein	wzyE		ECMDS42_3232	1353	450	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3409169	3409909	+					rffM		ECMDS42_3233	741		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3409169	3409909	+	BAL40377.1			UDP-N-acetyl-D-mannosaminuronic acid transferase	rffM		ECMDS42_3233	741	246	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3410100	3411485	+					yifK		ECMDS42_3234	1386		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3410100	3411485	+	BAL40378.1			predicted transporter	yifK		ECMDS42_3234	1386	461	
gene	tRNA	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3411588	3411664	+					argX		ECMDS42_3235	77		
tRNA		GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3411588	3411664	+				tRNA-Arg	argX		ECMDS42_3235	77		
gene	tRNA	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3411722	3411798	+					hisR		ECMDS42_3236	77		
tRNA		GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3411722	3411798	+				tRNA-His	hisR		ECMDS42_3236	77		
gene	tRNA	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3411819	3411905	+					leuT		ECMDS42_3237	87		
tRNA		GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3411819	3411905	+				tRNA-Leu	leuT		ECMDS42_3237	87		
gene	tRNA	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3411948	3412024	+					proM		ECMDS42_3238	77		
tRNA		GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3411948	3412024	+				tRNA-Pro	proM		ECMDS42_3238	77		
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3412171	3413406	+					aslB		ECMDS42_3239	1236		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3412171	3413406	+	BAL40379.1			predicted regulator of arylsulfatase activity	aslB		ECMDS42_3239	1236	411	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3413565	3415220	-					aslA		ECMDS42_3240	1656		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3413565	3415220	-	BAL40380.1			acrylsulfatase-like enzyme	aslA		ECMDS42_3240	1656	551	
gene	misc_RNA	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3415645	3415816	+					ryiA		ECMDS42_3241	172		
misc_RNA		GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3415645	3415816	+					ryiA		ECMDS42_3241	172		
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3415899	3417095	-					hemY		ECMDS42_3242	1197		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3415899	3417095	-	BAL40381.1			predicted protoheme IX synthesis protein	hemY		ECMDS42_3242	1197	398	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3417098	3418279	-					hemX		ECMDS42_3243	1182		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3417098	3418279	-	BAL40382.1			uroporphyrinogen III methylase	hemX		ECMDS42_3243	1182	393	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3418301	3419041	-					hemD		ECMDS42_3244	741		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3418301	3419041	-	BAL40383.1			uroporphyrinogen III synthase	hemD		ECMDS42_3244	741	246	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3419038	3419979	-					hemC		ECMDS42_3245	942		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3419038	3419979	-	BAL40384.1			hydroxymethylbilane synthase	hemC		ECMDS42_3245	942	313	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3420366	3422912	+					cyaA		ECMDS42_3246	2547		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3420366	3422912	+	BAL40385.1			adenylate cyclase	cyaA		ECMDS42_3246	2547	848	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3422952	3423272	-					cyaY		ECMDS42_3247	321		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3422952	3423272	-	BAL40386.1			frataxin, iron-binding and oxidizing protein	cyaY		ECMDS42_3247	321	106	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3423063	3423548	+					yzcX		ECMDS42_3248	486		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3423063	3423548	+	BAL40387.1			predicted protein	yzcX		ECMDS42_3248	486	161	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3423735	3423938	+					yifL		ECMDS42_3249	204		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3423735	3423938	+	BAL40388.1			predicted lipoprotein	yifL		ECMDS42_3249	204	67	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3423975	3424799	+					dapF		ECMDS42_3250	825		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3423975	3424799	+	BAL40389.1			diaminopimelate epimerase	dapF		ECMDS42_3250	825	274	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3424796	3425503	+					yigA		ECMDS42_3251	708		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3424796	3425503	+	BAL40390.1			conserved protein	yigA		ECMDS42_3251	708	235	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3425500	3426396	+					xerC		ECMDS42_3252	897		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3425500	3426396	+	BAL40391.1			site-specific tyrosine recombinase	xerC		ECMDS42_3252	897	298	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3426396	3427112	+					yigB		ECMDS42_3253	717		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3426396	3427112	+	BAL40392.1			predicted hydrolase	yigB		ECMDS42_3253	717	238	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3427196	3429358	+					uvrD		ECMDS42_3254	2163		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3427196	3429358	+	BAL40393.1			DNA-dependent ATPase I and helicase II	uvrD		ECMDS42_3254	2163	720	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3429505	3430269	-					yigE		ECMDS42_3255	765		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3429505	3430269	-	BAL40394.1			predicted protein	yigE		ECMDS42_3255	765	254	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3430639	3431589	+					corA		ECMDS42_3256	951		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3430639	3431589	+	BAL40395.1			magnesium/nickel/cobalt transporter	corA		ECMDS42_3256	951	316	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3431632	3432012	-					yigF		ECMDS42_3257	381		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3431632	3432012	-	BAL40396.1			conserved inner membrane protein	yigF		ECMDS42_3257	381	126	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3432026	3432406	-					yigG		ECMDS42_3258	381		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3432026	3432406	-	BAL40397.1			predicted inner membrane protein	yigG		ECMDS42_3258	381	126	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3432501	3433391	-					rarD		ECMDS42_3259	891		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3432501	3433391	-	BAL40398.1			predicted chloramphenical resistance permease	rarD		ECMDS42_3259	891	296	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3433443	3433910	-					yigI		ECMDS42_3260	468		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3433443	3433910	-	BAL40399.1			conserved protein	yigI		ECMDS42_3260	468	155	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3434075	3434944	+					pldA		ECMDS42_3261	870		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3434075	3434944	+	BAL40400.1			outer membrane phospholipase A	pldA		ECMDS42_3261	870	289	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3435077	3436906	+					recQ		ECMDS42_3262	1830		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3435077	3436906	+	BAL40401.1			ATP-dependent DNA helicase	recQ		ECMDS42_3262	1830	609	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3436970	3437590	+					rhtC		ECMDS42_3263	621		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3436970	3437590	+	BAL40402.1			threonine efflux system	rhtC		ECMDS42_3263	621	206	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3437652	3438272	-					rhtB		ECMDS42_3264	621		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3437652	3438272	-	BAL40403.1			neutral amino-acid efflux system	rhtB		ECMDS42_3264	621	206	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3438383	3439405	+					pldB		ECMDS42_3265	1023		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3438383	3439405	+	BAL40404.1			lysophospholipase L(2)	pldB		ECMDS42_3265	1023	340	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3439413	3440213	+					yigL		ECMDS42_3266	801		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3439413	3440213	+	BAL40405.1			predicted hydrolase	yigL		ECMDS42_3266	801	266	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3440289	3441188	+					yigM		ECMDS42_3267	900		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3440289	3441188	+	BAL40406.1			predicted inner membrane protein	yigM		ECMDS42_3267	900	299	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	3441076	3442029	-					metR		ECMDS42_3268	954		
